roll_no,gender,race_ethnicity,total_score,grade,academic_strength,lunch,test_preparation_course
std-993,male,group D,251.0,B,62.75,0.0,1.0
std-996,male,group B,367.0,A,91.75,0.0,0.0
std-997,male,group B,273.0,B,68.25,1.0,1.0
std-998,male,group D,305.0,B,76.25,1.0,0.0
std-1001,male,group C,326.0,A,81.5,1.0,0.0
std-1002,male,group B,325.0,A,81.25,1.0,0.0
std-1003,male,group E,280.0,B,70.0,1.0,0.0
std-1005,male,group C,287.0,B,71.75,1.0,0.0
std-1006,male,group B,265.0,B,66.25,0.0,0.0
std-1007,male,group B,289.0,B,72.25,1.0,0.0
std-1009,male,group B,264.0,B,66.0,0.0,1.0
std-1011,male,group D,304.0,B,76.0,1.0,1.0
std-1012,male,group C,293.0,B,73.25,0.0,0.0
std-1013,male,group D,287.0,B,71.75,0.0,1.0
std-1015,male,group E,299.0,B,74.75,0.0,0.0
std-1017,male,group C,281.0,B,70.25,0.0,0.0
std-1018,male,group C,287.0,B,71.75,1.0,1.0
std-1021,male,group C,304.0,B,76.0,0.0,0.0
std-1022,male,group E,319.0,B,79.75,0.0,0.0
std-1028,male,group B,265.0,B,66.25,1.0,0.0
std-1029,male,group B,320.0,A,80.0,1.0,0.0
std-1031,male,group C,279.0,B,69.75,0.0,0.0
std-1032,male,group E,332.0,A,83.0,1.0,1.0
std-1036,male,group D,272.0,B,68.0,0.0,1.0
std-1037,male,group E,254.0,B,63.5,1.0,0.0
std-1039,male,group B,303.0,B,75.75,0.0,1.0
std-1041,male,group E,270.0,B,67.5,0.0,1.0
std-1042,male,group C,288.0,B,72.0,1.0,1.0
std-1043,male,group D,300.0,B,75.0,0.0,1.0
std-1045,male,group C,334.0,A,83.5,1.0,0.0
std-1049,male,group C,321.0,A,80.25,0.0,1.0
std-1050,male,group C,272.0,B,68.0,0.0,0.0
std-1053,male,group A,333.0,A,83.25,1.0,1.0
std-1057,male,group C,267.0,B,66.75,1.0,0.0
std-1058,male,group E,267.0,B,66.75,1.0,0.0
std-1060,male,group A,259.0,B,64.75,1.0,0.0
std-1062,male,group C,298.0,B,74.5,1.0,1.0
std-1070,male,group C,311.0,B,77.75,1.0,0.0
std-1071,male,group D,305.0,B,76.25,0.0,1.0
std-1072,male,group B,294.0,B,73.5,0.0,0.0
std-1075,male,group C,309.0,B,77.25,1.0,1.0
std-1076,male,group C,294.0,B,73.5,1.0,1.0
std-1078,male,group D,339.0,A,84.75,0.0,0.0
std-1079,male,group E,263.0,B,65.75,1.0,0.0
std-1081,male,group A,296.0,B,74.0,1.0,1.0
std-1083,male,group C,273.0,B,68.25,1.0,0.0
std-1084,male,group B,252.0,B,63.0,0.0,0.0
std-1086,male,group A,274.0,B,68.5,0.0,1.0
std-1087,male,group C,286.0,B,71.5,0.0,1.0
std-1089,male,group D,275.0,B,68.75,1.0,0.0
std-1090,male,group B,314.0,B,78.5,1.0,0.0
std-1091,male,group A,309.0,B,77.25,0.0,0.0
std-1092,male,group A,285.0,B,71.25,1.0,0.0
std-1093,male,group D,312.0,B,78.0,1.0,1.0
std-1094,male,group E,257.0,B,64.25,1.0,0.0
std-1095,male,group C,310.0,B,77.5,0.0,0.0
std-1096,male,group A,297.0,B,74.25,1.0,0.0
std-1097,male,group D,264.0,B,66.0,1.0,1.0
std-1099,male,group C,267.0,B,66.75,0.0,1.0
std-1101,male,group C,260.0,B,65.0,1.0,0.0
std-1104,male,group A,275.0,B,68.75,1.0,0.0
std-1106,male,group D,309.0,B,77.25,1.0,0.0
std-1108,male,group C,348.0,A,87.0,1.0,0.0
std-1110,male,group C,311.0,B,77.75,0.0,1.0
std-1111,male,group D,267.0,B,66.75,0.0,1.0
std-1113,male,group D,320.0,A,80.0,1.0,0.0
std-1115,male,group D,302.0,B,75.5,1.0,0.0
std-1117,male,group C,313.0,B,78.25,0.0,0.0
std-1118,male,group B,268.0,B,67.0,1.0,0.0
std-1120,male,group A,285.0,B,71.25,0.0,0.0
std-1122,male,group D,326.0,A,81.5,1.0,1.0
std-1124,male,group A,269.0,B,67.25,0.0,0.0
std-1125,male,group B,271.0,B,67.75,0.0,1.0
std-1128,male,group B,331.0,A,82.75,0.0,0.0
std-1131,male,group B,254.0,B,63.5,0.0,0.0
std-1133,male,group C,262.0,B,65.5,0.0,0.0
std-1134,male,group C,254.0,B,63.5,1.0,1.0
std-1135,male,group D,329.0,A,82.25,1.0,1.0
std-1137,male,group C,283.0,B,70.75,1.0,0.0
std-1139,male,group D,253.0,B,63.25,1.0,1.0
std-1141,male,group D,278.0,B,69.5,0.0,0.0
std-1142,male,group C,265.0,B,66.25,1.0,1.0
std-1143,male,group C,272.0,B,68.0,0.0,0.0
std-1145,male,group B,316.0,B,79.0,1.0,1.0
std-1149,male,group C,288.0,B,72.0,1.0,0.0
std-1150,male,group C,337.0,A,84.25,1.0,0.0
std-1153,male,group E,255.0,B,63.75,1.0,1.0
std-1157,male,group D,272.0,B,68.0,1.0,0.0
std-1158,male,group C,284.0,B,71.0,0.0,0.0
std-1165,male,group D,300.0,B,75.0,1.0,1.0
std-1166,male,group E,327.0,A,81.75,1.0,1.0
std-1168,male,group B,312.0,B,78.0,1.0,0.0
std-1171,male,group C,264.0,B,66.0,0.0,0.0
std-1172,male,group A,320.0,A,80.0,1.0,1.0
std-1173,male,group E,259.0,B,64.75,0.0,1.0
std-1177,male,group C,305.0,B,76.25,0.0,1.0
std-1180,male,group D,263.0,B,65.75,1.0,0.0
std-1183,male,group D,278.0,B,69.5,0.0,0.0
std-1186,male,group D,250.0,B,62.5,0.0,1.0
std-1188,male,group B,316.0,B,79.0,1.0,0.0
std-1193,male,group C,279.0,B,69.75,1.0,0.0
std-1194,male,group C,302.0,B,75.5,1.0,0.0
std-1197,male,group A,295.0,B,73.75,0.0,0.0
std-1200,male,group B,269.0,B,67.25,1.0,0.0
std-1201,male,group D,292.0,B,73.0,1.0,0.0
std-1202,male,group D,290.0,B,72.5,1.0,0.0
std-1203,male,group D,251.0,B,62.75,0.0,1.0
std-1205,male,group E,302.0,B,75.5,1.0,1.0
std-1206,male,group C,320.0,A,80.0,1.0,0.0
std-1208,male,group C,376.0,A,94.0,1.0,0.0
std-1214,male,group A,322.0,A,80.5,1.0,0.0
std-1216,male,group B,302.0,B,75.5,0.0,1.0
std-1220,male,group C,261.0,B,65.25,1.0,0.0
std-1221,male,group D,288.0,B,72.0,1.0,1.0
std-1222,male,group E,280.0,B,70.0,1.0,0.0
std-1225,male,group D,357.0,A,89.25,1.0,1.0
std-1230,male,group C,287.0,B,71.75,1.0,0.0
std-1231,male,group B,297.0,B,74.25,0.0,0.0
std-1232,male,group B,251.0,B,62.75,1.0,1.0
std-1234,male,group C,294.0,B,73.5,1.0,0.0
std-1237,male,group B,286.0,B,71.5,0.0,0.0
std-1238,male,group D,298.0,B,74.5,1.0,0.0
std-1239,male,group E,330.0,A,82.5,0.0,1.0
std-1241,male,group B,265.0,B,66.25,1.0,1.0
std-1242,male,group C,318.0,B,79.5,1.0,0.0
std-1245,male,group D,282.0,B,70.5,1.0,0.0
std-1246,male,group C,265.0,B,66.25,1.0,0.0
std-1247,male,group E,263.0,B,65.75,1.0,0.0
std-1249,male,group C,318.0,B,79.5,1.0,0.0
std-1253,male,group C,274.0,B,68.5,1.0,1.0
std-1254,male,group D,279.0,B,69.75,1.0,1.0
std-1255,male,group E,250.0,B,62.5,0.0,1.0
std-1257,male,group E,252.0,B,63.0,0.0,1.0
std-1260,male,group B,250.0,B,62.5,1.0,0.0
std-1262,male,group D,250.0,B,62.5,1.0,0.0
std-1263,male,group D,253.0,B,63.25,0.0,0.0
std-1264,male,group C,301.0,B,75.25,0.0,1.0
std-1267,male,group B,259.0,B,64.75,1.0,0.0
std-1270,male,group C,287.0,B,71.75,1.0,1.0
std-1271,male,group B,285.0,B,71.25,0.0,0.0
std-1272,male,group D,262.0,B,65.5,0.0,0.0
std-1273,male,group C,257.0,B,64.25,1.0,1.0
std-1274,male,group C,252.0,B,63.0,1.0,0.0
std-1276,male,group A,250.0,B,62.5,1.0,1.0
std-1281,male,group E,282.0,B,70.5,1.0,0.0
std-1282,male,group D,250.0,B,62.5,0.0,0.0
std-1283,male,group D,272.0,B,68.0,1.0,0.0
std-1285,male,group B,269.0,B,67.25,1.0,0.0
std-1286,male,group B,337.0,A,84.25,0.0,1.0
std-1287,male,group C,275.0,B,68.75,1.0,0.0
std-1289,male,group E,314.0,B,78.5,1.0,0.0
std-1291,male,group C,250.0,B,62.5,1.0,1.0
std-1294,male,group B,272.0,B,68.0,0.0,1.0
std-1297,male,group B,298.0,B,74.5,1.0,0.0
std-1299,male,group D,295.0,B,73.75,1.0,0.0
std-1303,male,group C,308.0,B,77.0,1.0,0.0
std-1304,male,group E,302.0,B,75.5,0.0,0.0
std-1308,male,group D,326.0,A,81.5,1.0,1.0
std-1309,male,group C,319.0,B,79.75,1.0,0.0
std-1310,male,group B,285.0,B,71.25,0.0,1.0
std-1311,male,group D,312.0,B,78.0,0.0,0.0
std-1313,male,group D,303.0,B,75.75,1.0,1.0
std-1314,male,group C,305.0,B,76.25,1.0,0.0
std-1315,male,group C,308.0,B,77.0,1.0,1.0
std-1318,male,group C,275.0,B,68.75,1.0,1.0
std-1325,,group E,308.0,B,77.0,0.0,0.0
std-1326,male,,316.0,B,79.0,0.0,0.0
std-1327,male,group E,313.0,B,78.25,0.0,0.0
std-1329,male,group D,258.0,B,64.5,0.0,
std-1331,male,group D,294.0,B,,1.0,1.0
std-1334,male,group C,285.0,B,71.25,1.0,1.0
std-1336,male,group E,261.0,B,65.25,0.0,0.0
std-1341,male,group D,261.0,B,65.25,0.0,0.0
std-1342,male,group A,277.0,B,69.25,1.0,0.0
std-1343,male,group B,263.0,B,65.75,1.0,0.0
std-1344,male,group B,326.0,A,81.5,1.0,0.0
std-1345,male,group E,320.0,A,80.0,0.0,1.0
std-1346,male,group C,253.0,B,63.25,0.0,0.0
std-1347,male,group E,284.0,B,71.0,1.0,0.0
std-1348,male,group D,255.0,B,63.75,1.0,1.0
std-1349,male,group C,279.0,B,69.75,0.0,0.0
std-1350,male,group E,305.0,B,76.25,1.0,0.0
std-1353,male,group E,279.0,B,69.75,1.0,0.0
std-1354,male,group C,263.0,B,65.75,1.0,1.0
std-1355,male,group E,303.0,B,75.75,1.0,0.0
std-1356,male,group E,313.0,B,78.25,1.0,0.0
std-1360,male,group B,293.0,B,73.25,1.0,0.0
std-1361,male,group B,313.0,B,78.25,1.0,1.0
std-1363,male,group B,260.0,B,65.0,0.0,1.0
std-1364,male,group C,255.0,B,63.75,0.0,0.0
std-1365,male,group D,266.0,B,66.5,1.0,1.0
std-1367,male,group E,265.0,B,66.25,0.0,0.0
std-1368,male,group D,260.0,B,65.0,1.0,1.0
std-1369,male,group B,305.0,B,76.25,1.0,0.0
std-1370,male,group E,295.0,B,73.75,0.0,0.0
std-1372,male,group E,255.0,B,63.75,1.0,0.0
std-1374,male,group D,304.0,B,76.0,1.0,1.0
std-1376,male,group D,290.0,B,72.5,1.0,0.0
std-1377,male,group C,262.0,B,65.5,0.0,1.0
std-1380,male,group B,270.0,B,67.5,0.0,0.0
std-1384,male,group C,342.0,A,85.5,1.0,1.0
std-1385,male,group D,285.0,B,71.25,0.0,0.0
std-1386,male,group C,274.0,B,68.5,1.0,1.0
std-1391,male,group C,288.0,B,72.0,0.0,0.0
std-1392,male,group D,281.0,B,70.25,1.0,1.0
std-1394,male,group D,329.0,A,82.25,1.0,0.0
std-1395,male,group B,290.0,B,72.5,1.0,0.0
std-1399,male,group B,287.0,B,71.75,1.0,0.0
std-1405,male,group E,265.0,B,66.25,1.0,0.0
std-1406,male,group C,263.0,B,65.75,0.0,1.0
std-1407,male,group D,258.0,B,64.5,1.0,1.0
std-1409,male,group E,284.0,B,71.0,1.0,0.0
std-1411,male,group A,280.0,B,70.0,0.0,1.0
std-1415,male,group C,268.0,B,67.0,0.0,1.0
std-1417,male,group D,315.0,B,78.75,1.0,0.0
std-1418,male,group D,260.0,B,65.0,1.0,0.0
std-1419,male,group D,325.0,A,81.25,1.0,1.0
std-1420,male,group B,268.0,B,67.0,0.0,0.0
std-1421,male,group A,305.0,B,76.25,1.0,0.0
std-1422,male,group D,336.0,A,84.0,1.0,0.0
std-1423,male,group E,259.0,B,64.75,1.0,0.0
std-1426,male,group D,293.0,B,73.25,1.0,1.0
std-1427,male,group C,251.0,B,62.75,1.0,1.0
std-1428,male,group C,281.0,B,70.25,1.0,0.0
std-1429,male,group A,317.0,B,79.25,1.0,1.0
std-1430,male,group E,262.0,B,65.5,1.0,1.0
std-1432,male,group D,302.0,B,75.5,1.0,0.0
std-1433,male,group B,345.0,A,86.25,1.0,1.0
std-1434,male,group D,260.0,B,65.0,1.0,0.0
std-1435,male,group D,282.0,B,70.5,0.0,0.0
std-1437,male,group E,301.0,B,75.25,0.0,1.0
std-1441,male,group E,272.0,B,68.0,0.0,1.0
std-1443,male,group B,273.0,B,68.25,0.0,1.0
std-1448,male,group D,256.0,B,64.0,0.0,1.0
std-1450,male,group C,355.0,A,88.75,0.0,0.0
std-1451,male,group D,295.0,B,73.75,1.0,0.0
std-1453,male,group D,259.0,B,64.75,1.0,0.0
std-1454,male,group B,260.0,B,65.0,0.0,1.0
std-1455,male,group B,348.0,A,87.0,1.0,1.0
std-1457,male,group E,275.0,B,68.75,0.0,0.0
std-1462,male,group B,299.0,B,74.75,1.0,0.0
std-1463,male,group C,285.0,B,71.25,1.0,1.0
std-1465,male,group D,366.0,A,91.5,1.0,0.0
std-1466,male,group D,260.0,B,65.0,1.0,0.0
std-1468,male,group E,294.0,B,73.5,1.0,1.0
std-1469,male,group D,279.0,B,69.75,1.0,0.0
std-1470,male,group E,291.0,B,72.75,1.0,0.0
std-1471,male,group D,254.0,B,63.5,1.0,1.0
std-1472,male,group E,256.0,B,64.0,1.0,0.0
std-1473,male,group A,307.0,B,76.75,1.0,0.0
std-1474,male,group C,335.0,A,83.75,0.0,0.0
std-1475,male,group D,320.0,A,80.0,1.0,0.0
std-1477,male,group C,297.0,B,74.25,1.0,1.0
std-1478,male,group C,307.0,B,76.75,1.0,1.0
std-1480,male,group B,290.0,B,72.5,1.0,0.0
std-1481,male,group A,337.0,A,84.25,0.0,0.0
std-1482,male,group C,261.0,B,65.25,0.0,1.0
std-1483,male,group A,279.0,B,69.75,1.0,0.0
std-1484,male,group C,336.0,A,84.0,1.0,1.0
std-1485,male,group B,260.0,B,65.0,1.0,0.0
std-1486,male,group C,284.0,B,71.0,0.0,0.0
std-1488,male,group B,294.0,B,73.5,1.0,0.0
std-1489,male,group A,292.0,B,73.0,0.0,0.0
std-1492,male,group C,255.0,B,63.75,1.0,1.0
std-1495,male,group C,289.0,B,72.25,1.0,1.0
std-1497,male,group A,284.0,B,71.0,0.0,0.0
std-1498,male,group B,278.0,B,69.5,1.0,1.0
std-1501,male,group B,274.0,B,68.5,1.0,0.0
std-1503,male,group A,271.0,B,67.75,0.0,1.0
std-1504,male,group B,261.0,B,65.25,0.0,0.0
std-1510,male,group C,256.0,B,64.0,1.0,0.0
std-1511,male,group D,283.0,B,70.75,0.0,0.0
std-1513,male,group A,263.0,B,65.75,0.0,0.0
std-1514,male,group C,278.0,B,69.5,1.0,1.0
std-1515,male,group E,299.0,B,74.75,0.0,1.0
std-1516,male,group B,312.0,B,78.0,0.0,0.0
std-1519,male,group A,270.0,B,67.5,1.0,0.0
std-1520,male,group A,301.0,B,75.25,1.0,0.0
std-1521,male,group E,294.0,B,73.5,1.0,1.0
std-1522,male,group C,253.0,B,63.25,1.0,1.0
std-1524,male,group B,278.0,B,69.5,1.0,0.0
std-1525,male,group D,299.0,B,74.75,0.0,0.0
std-1526,male,group B,266.0,B,66.5,1.0,0.0
std-1529,male,group D,307.0,B,76.75,1.0,0.0
std-1530,male,group B,309.0,B,77.25,0.0,0.0
std-1533,male,group D,308.0,B,77.0,1.0,0.0
std-1534,male,group D,250.0,B,62.5,0.0,1.0
std-1537,male,group E,279.0,B,69.75,1.0,0.0
std-1540,male,group D,311.0,B,77.75,1.0,1.0
std-1541,male,group C,287.0,B,71.75,0.0,0.0
std-1542,male,group C,274.0,B,68.5,0.0,0.0
std-1543,male,group D,335.0,A,83.75,1.0,0.0
std-1549,male,group D,308.0,B,77.0,0.0,1.0
std-1550,male,group D,294.0,B,73.5,1.0,0.0
std-1552,male,group C,356.0,A,89.0,1.0,0.0
std-1554,male,group A,258.0,B,64.5,0.0,0.0
std-1555,male,group E,293.0,B,73.25,0.0,1.0
std-1556,male,group C,335.0,A,83.75,1.0,1.0
std-1559,male,group D,292.0,B,73.0,0.0,1.0
std-1560,male,group C,337.0,A,84.25,0.0,1.0
std-1561,male,group E,302.0,B,75.5,1.0,1.0
std-1563,male,group B,268.0,B,67.0,1.0,0.0
std-1566,male,group C,258.0,B,64.5,1.0,1.0
std-1568,male,group C,295.0,B,73.75,1.0,0.0
std-1569,male,group D,275.0,B,68.75,1.0,0.0
std-1571,male,group C,255.0,B,63.75,0.0,0.0
std-1572,male,group E,292.0,B,73.0,0.0,0.0
std-1573,male,group C,257.0,B,64.25,1.0,1.0
std-1576,male,group E,252.0,B,63.0,1.0,0.0
std-1577,male,group D,298.0,B,74.5,1.0,1.0
std-1578,male,group B,282.0,B,70.5,0.0,0.0
std-1579,male,group B,305.0,B,76.25,0.0,0.0
std-1581,male,group B,268.0,B,67.0,1.0,0.0
std-1586,male,group E,346.0,A,86.5,1.0,0.0
std-1587,male,group E,267.0,B,66.75,0.0,1.0
std-1592,male,group D,257.0,B,64.25,0.0,1.0
std-1596,male,group C,253.0,B,63.25,1.0,0.0
std-1598,male,group C,263.0,B,65.75,1.0,0.0
std-1600,male,group B,288.0,B,72.0,1.0,0.0
std-1601,male,group D,278.0,B,69.5,1.0,1.0
std-1602,male,group D,320.0,A,80.0,0.0,0.0
std-1605,male,group E,274.0,B,68.5,1.0,1.0
std-1606,male,group E,294.0,B,73.5,0.0,1.0
std-1608,male,group C,275.0,B,68.75,1.0,1.0
std-1611,male,group B,296.0,B,74.0,1.0,0.0
std-1613,male,group A,283.0,B,70.75,1.0,1.0
std-1614,male,group C,273.0,B,68.25,1.0,1.0
std-1617,male,group B,260.0,B,65.0,1.0,0.0
std-1618,male,group D,279.0,B,69.75,0.0,0.0
std-1620,male,group B,274.0,B,68.5,0.0,0.0
std-1621,male,group C,262.0,B,65.5,1.0,1.0
std-1627,male,group B,310.0,B,77.5,0.0,0.0
std-1629,male,group C,272.0,B,68.0,1.0,0.0
std-1630,male,group B,302.0,B,75.5,1.0,0.0
std-1631,male,group B,259.0,B,64.75,1.0,0.0
std-1633,male,group D,260.0,B,65.0,1.0,1.0
std-1634,male,group A,302.0,B,75.5,1.0,1.0
std-1636,male,group B,258.0,B,64.5,0.0,1.0
std-1640,male,group A,312.0,B,78.0,1.0,0.0
std-1641,male,group C,296.0,B,74.0,1.0,0.0
std-1643,male,group B,314.0,B,78.5,0.0,1.0
std-1644,male,group D,261.0,B,65.25,0.0,1.0
std-1646,male,group B,288.0,B,72.0,1.0,1.0
std-1647,male,group D,278.0,B,69.5,1.0,1.0
std-1648,male,group E,270.0,B,67.5,0.0,0.0
std-1649,male,group C,294.0,B,73.5,0.0,0.0
std-1650,male,group C,275.0,B,68.75,1.0,0.0
std-1655,male,group B,346.0,A,86.5,1.0,0.0
std-1656,male,group E,305.0,B,76.25,0.0,0.0
std-1661,male,group D,274.0,B,68.5,1.0,0.0
std-1662,male,group C,314.0,B,78.5,1.0,1.0
std-1664,male,group B,266.0,B,66.5,0.0,0.0
std-1666,male,group C,271.0,B,67.75,1.0,0.0
std-1667,male,group C,293.0,B,73.25,0.0,0.0
std-1671,male,group B,293.0,B,73.25,0.0,0.0
std-1675,male,group B,263.0,B,65.75,0.0,0.0
std-1676,male,group C,315.0,B,78.75,1.0,1.0
std-1677,male,group C,270.0,B,67.5,1.0,1.0
std-1678,male,group C,254.0,B,63.5,1.0,1.0
std-1681,male,group D,346.0,A,86.5,1.0,0.0
std-1682,male,group C,288.0,B,72.0,1.0,0.0
std-1683,male,group C,286.0,B,71.5,1.0,0.0
std-1685,male,group D,265.0,B,66.25,0.0,0.0
std-1686,male,group C,300.0,B,75.0,1.0,0.0
std-1688,male,group B,278.0,B,69.5,0.0,0.0
std-1689,male,group C,336.0,A,84.0,1.0,1.0
std-1692,male,group D,308.0,B,77.0,0.0,1.0
std-1693,male,group D,281.0,B,70.25,0.0,0.0
std-1698,male,group B,273.0,B,68.25,0.0,0.0
std-1699,male,group D,259.0,B,64.75,1.0,1.0
std-1700,male,group E,279.0,B,69.75,1.0,0.0
std-1701,male,group B,250.0,B,62.5,0.0,0.0
std-1702,male,group E,250.0,B,62.5,0.0,0.0
std-1703,male,group B,343.0,A,85.75,1.0,1.0
std-1704,male,group B,275.0,B,68.75,1.0,0.0
std-1706,male,group C,292.0,B,73.0,1.0,0.0
std-1707,male,group B,272.0,B,68.0,0.0,0.0
std-1709,male,group E,282.0,B,70.5,1.0,0.0
std-1711,male,group C,257.0,B,64.25,1.0,1.0
std-1712,male,group C,319.0,B,79.75,1.0,0.0
std-1719,male,group C,266.0,B,66.5,1.0,0.0
std-1720,male,group A,315.0,B,78.75,1.0,1.0
std-1721,male,group C,293.0,B,73.25,0.0,0.0
std-1722,male,group A,290.0,B,72.5,1.0,1.0
std-1723,male,group C,301.0,B,75.25,1.0,1.0
std-1725,male,group C,307.0,B,76.75,0.0,0.0
std-1726,male,group C,265.0,B,66.25,1.0,0.0
std-1728,male,group E,253.0,B,63.25,1.0,1.0
std-1730,male,group C,279.0,B,69.75,0.0,0.0
std-1731,male,group C,317.0,B,79.25,0.0,1.0
std-1733,male,group B,265.0,B,66.25,0.0,1.0
std-1736,male,group D,292.0,B,73.0,1.0,0.0
std-1737,male,group E,304.0,B,76.0,0.0,0.0
std-1738,male,group E,273.0,B,68.25,0.0,0.0
std-1746,male,group B,266.0,B,66.5,0.0,0.0
std-1747,male,group D,308.0,B,77.0,1.0,0.0
std-1748,male,group C,250.0,B,62.5,1.0,1.0
std-1749,male,group B,283.0,B,70.75,0.0,0.0
std-1751,male,group E,310.0,B,77.5,1.0,0.0
std-1755,male,group B,281.0,B,70.25,0.0,1.0
std-1756,male,group C,281.0,B,70.25,1.0,1.0
std-1758,male,group D,311.0,B,77.75,1.0,0.0
std-1759,male,group D,297.0,B,74.25,1.0,1.0
std-1760,male,group C,255.0,B,63.75,0.0,1.0
std-1761,male,group C,323.0,A,80.75,1.0,1.0
std-1762,male,group B,261.0,B,65.25,0.0,0.0
std-1763,male,group C,268.0,B,67.0,1.0,1.0
std-1764,male,group E,341.0,A,85.25,0.0,1.0
std-1766,male,group D,283.0,B,70.75,1.0,1.0
std-1768,male,group C,274.0,B,68.5,1.0,0.0
std-1770,male,group D,286.0,B,71.5,1.0,0.0
std-1771,male,group D,287.0,B,71.75,0.0,0.0
std-1772,male,group D,274.0,B,68.5,1.0,0.0
std-1773,male,group B,296.0,B,74.0,0.0,0.0
std-1774,male,group B,271.0,B,67.75,0.0,0.0
std-1775,male,group E,284.0,B,71.0,1.0,0.0
std-1777,male,group C,286.0,B,71.5,1.0,1.0
std-1781,male,group E,250.0,B,62.5,1.0,1.0
std-1782,male,group A,344.0,A,86.0,0.0,0.0
std-1783,male,group C,269.0,B,67.25,1.0,0.0
std-1784,male,group C,306.0,B,76.5,1.0,0.0
std-1787,male,group B,281.0,B,70.25,0.0,0.0
std-1790,male,group D,263.0,B,65.75,0.0,0.0
std-1794,male,group D,251.0,B,62.75,1.0,0.0
std-1795,male,group B,322.0,A,80.5,1.0,0.0
std-1797,male,group C,298.0,B,74.5,1.0,0.0
std-1798,male,group B,283.0,B,70.75,1.0,0.0
std-1799,male,group C,281.0,B,70.25,0.0,1.0
std-1803,male,group C,313.0,B,78.25,0.0,0.0
std-1805,male,group C,256.0,B,64.0,0.0,1.0
std-1806,male,group C,254.0,B,63.5,1.0,1.0
std-1811,male,group E,297.0,B,74.25,0.0,0.0
std-1815,male,group A,280.0,B,70.0,1.0,1.0
std-1816,male,group D,307.0,B,76.75,1.0,0.0
std-1818,male,group D,283.0,B,70.75,0.0,0.0
std-1819,male,group D,252.0,B,63.0,0.0,0.0
std-1820,male,group B,273.0,B,68.25,0.0,0.0
std-1821,male,group B,330.0,A,82.5,1.0,0.0
std-1822,male,group B,280.0,B,70.0,0.0,0.0
std-1823,male,group C,327.0,A,81.75,1.0,1.0
std-1824,male,group D,269.0,B,67.25,0.0,1.0
std-1827,male,group B,300.0,B,75.0,1.0,1.0
std-1829,male,group C,301.0,B,75.25,1.0,0.0
std-1830,male,group B,279.0,B,69.75,0.0,1.0
std-1831,male,group D,319.0,B,79.75,0.0,1.0
std-1832,male,group B,261.0,B,65.25,1.0,0.0
std-1833,male,group D,288.0,B,72.0,0.0,1.0
std-1835,male,group A,265.0,B,66.25,1.0,0.0
std-1836,male,group D,321.0,A,80.25,1.0,1.0
std-1837,male,group A,271.0,B,67.75,1.0,0.0
std-1838,male,group D,334.0,A,83.5,0.0,1.0
std-1842,male,group D,255.0,B,63.75,1.0,1.0
std-1844,male,group C,276.0,B,69.0,1.0,1.0
std-1846,male,group A,260.0,B,65.0,1.0,0.0
std-1847,male,group E,294.0,B,73.5,0.0,1.0
std-1849,male,group C,277.0,B,69.25,0.0,0.0
std-1850,male,group C,251.0,B,62.75,0.0,1.0
std-1852,male,group D,318.0,B,79.5,1.0,1.0
std-1853,male,group C,259.0,B,64.75,1.0,0.0
std-1856,male,group B,280.0,B,70.0,0.0,0.0
std-1857,male,group C,275.0,B,68.75,1.0,0.0
std-1858,male,group D,285.0,B,71.25,1.0,0.0
std-1861,male,group C,277.0,B,69.25,1.0,1.0
std-1862,male,group B,256.0,B,64.0,1.0,0.0
std-1863,male,group A,250.0,B,62.5,0.0,0.0
std-1864,male,group C,313.0,B,78.25,1.0,0.0
std-1865,male,group B,254.0,B,63.5,0.0,0.0
std-1868,male,group B,260.0,B,65.0,1.0,1.0
std-1869,male,group C,295.0,B,73.75,1.0,0.0
std-1871,male,group D,280.0,B,70.0,1.0,0.0
std-1873,male,group B,336.0,A,84.0,0.0,0.0
std-1874,male,group C,263.0,B,65.75,0.0,0.0
std-1875,male,group E,267.0,B,66.75,0.0,0.0
std-1879,male,group C,273.0,B,68.25,0.0,0.0
std-1880,male,group C,309.0,B,77.25,1.0,0.0
std-1882,male,group B,253.0,B,63.25,0.0,0.0
std-1885,male,group C,352.0,A,88.0,1.0,0.0
std-1887,male,group C,286.0,B,71.5,1.0,0.0
std-1889,male,group C,258.0,B,64.5,1.0,1.0
std-1890,male,group E,284.0,B,71.0,0.0,0.0
std-1891,male,group D,259.0,B,64.75,0.0,0.0
std-1893,male,group B,255.0,B,63.75,1.0,0.0
std-1898,male,group D,265.0,B,66.25,1.0,1.0
std-1903,male,group B,323.0,A,80.75,0.0,1.0
std-1906,male,group C,291.0,B,72.75,0.0,0.0
std-1908,male,group C,255.0,B,63.75,1.0,1.0
std-1909,male,group D,285.0,B,71.25,0.0,1.0
std-1911,male,group D,281.0,B,70.25,0.0,0.0
std-1913,male,group C,269.0,B,67.25,1.0,0.0
std-1917,male,group A,271.0,B,67.75,1.0,0.0
std-1922,male,group B,251.0,B,62.75,1.0,1.0
std-1923,male,group C,342.0,A,85.5,0.0,0.0
std-1924,male,group D,302.0,B,75.5,0.0,0.0
std-1925,male,group D,277.0,B,69.25,0.0,0.0
std-1927,male,group C,279.0,B,69.75,1.0,1.0
std-1929,male,group C,284.0,B,71.0,1.0,0.0
std-1936,male,group B,261.0,B,65.25,0.0,0.0
std-1938,male,group A,308.0,B,77.0,1.0,1.0
std-1939,male,group E,258.0,B,64.5,1.0,0.0
